trait	cell_class	official_regulon_or_TF	MG_RSS_rank	MG_RSS	target_genes	gene_set_size	effect	FDR	status	notes
AMD	MG	BCL11A_-_-_(47r)	209	0.34865426	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	BCL11A_-_-_(47r)	209	0.34865426	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	BCL11A_-_-_(47r)	209	0.34865426	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	BACH2_+_-_(1316r)	210	0.34857102	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	BACH2_+_-_(1316r)	210	0.34857102	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	BACH2_+_-_(1316r)	210	0.34857102	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZIC1_+_+_(396r)	211	0.34629863	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZIC1_+_+_(396r)	211	0.34629863	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZIC1_+_+_(396r)	211	0.34629863	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	KLF12_extended_+_-_(1469r)	212	0.34534456	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	KLF12_extended_+_-_(1469r)	212	0.34534456	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	KLF12_extended_+_-_(1469r)	212	0.34534456	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ARID3A_extended_-_+_(20r)	213	0.34524702	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ARID3A_extended_-_+_(20r)	213	0.34524702	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ARID3A_extended_-_+_(20r)	213	0.34524702	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	SOX4_+_-_(10r)	214	0.34518518	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	SOX4_+_-_(10r)	214	0.34518518	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	SOX4_+_-_(10r)	214	0.34518518	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ATF5_+_-_(12r)	215	0.34460211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ATF5_+_-_(12r)	215	0.34460211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ATF5_+_-_(12r)	215	0.34460211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ATF5_extended_+_-_(12r)	216	0.34460211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ATF5_extended_+_-_(12r)	216	0.34460211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ATF5_extended_+_-_(12r)	216	0.34460211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	DBP_extended_+_-_(38r)	217	0.34393211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	DBP_extended_+_-_(38r)	217	0.34393211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	DBP_extended_+_-_(38r)	217	0.34393211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	DBP_+_-_(38r)	218	0.34393211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	DBP_+_-_(38r)	218	0.34393211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	DBP_+_-_(38r)	218	0.34393211	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	MEIS1_extended_+_-_(1199r)	219	0.34340637	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	MEIS1_extended_+_-_(1199r)	219	0.34340637	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	MEIS1_extended_+_-_(1199r)	219	0.34340637	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF354C_-_+_(13r)	220	0.34329673	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF354C_-_+_(13r)	220	0.34329673	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF354C_-_+_(13r)	220	0.34329673	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF354C_extended_-_+_(13r)	221	0.34329673	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF354C_extended_-_+_(13r)	221	0.34329673	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF354C_extended_-_+_(13r)	221	0.34329673	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	LHX9_+_+_(390r)	222	0.34319711	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	LHX9_+_+_(390r)	222	0.34319711	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	LHX9_+_+_(390r)	222	0.34319711	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	NFYA_+_+_(15r)	223	0.34192827	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	NFYA_+_+_(15r)	223	0.34192827	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	NFYA_+_+_(15r)	223	0.34192827	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	NFYA_extended_+_+_(15r)	224	0.34192827	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	NFYA_extended_+_+_(15r)	224	0.34192827	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	NFYA_extended_+_+_(15r)	224	0.34192827	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RFX7_extended_+_-_(72r)	225	0.34159834	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RFX7_extended_+_-_(72r)	225	0.34159834	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RFX7_extended_+_-_(72r)	225	0.34159834	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	SREBF2_extended_-_-_(94r)	226	0.34072948	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	SREBF2_extended_-_-_(94r)	226	0.34072948	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	SREBF2_extended_-_-_(94r)	226	0.34072948	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	LHX9_extended_+_+_(410r)	227	0.34005428	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	LHX9_extended_+_+_(410r)	227	0.34005428	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	LHX9_extended_+_+_(410r)	227	0.34005428	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	SREBF2_-_-_(108r)	228	0.33924815	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	SREBF2_-_-_(108r)	228	0.33924815	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	SREBF2_-_-_(108r)	228	0.33924815	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	LIN28B_extended_+_-_(403r)	229	0.33781882	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	LIN28B_extended_+_-_(403r)	229	0.33781882	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	LIN28B_extended_+_-_(403r)	229	0.33781882	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	LIN28B_+_-_(403r)	230	0.33781882	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	LIN28B_+_-_(403r)	230	0.33781882	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	LIN28B_+_-_(403r)	230	0.33781882	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	PURA_extended_+_-_(576r)	231	0.33721794	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	PURA_extended_+_-_(576r)	231	0.33721794	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	PURA_extended_+_-_(576r)	231	0.33721794	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RREB1_extended_-_+_(21r)	232	0.33705383	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RREB1_extended_-_+_(21r)	232	0.33705383	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RREB1_extended_-_+_(21r)	232	0.33705383	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RREB1_-_+_(21r)	233	0.33705383	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RREB1_-_+_(21r)	233	0.33705383	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RREB1_-_+_(21r)	233	0.33705383	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF467_-_-_(60r)	234	0.33626739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF467_-_-_(60r)	234	0.33626739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF467_-_-_(60r)	234	0.33626739	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	PPARD_+_+_(17r)	235	0.33576578	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	PPARD_+_+_(17r)	235	0.33576578	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	PPARD_+_+_(17r)	235	0.33576578	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	PPARD_extended_+_+_(17r)	236	0.33576578	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	PPARD_extended_+_+_(17r)	236	0.33576578	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	PPARD_extended_+_+_(17r)	236	0.33576578	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	PAX5_extended_+_+_(532r)	237	0.33531585	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	PAX5_extended_+_+_(532r)	237	0.33531585	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	PAX5_extended_+_+_(532r)	237	0.33531585	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	PAX5_+_+_(532r)	238	0.33531585	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	PAX5_+_+_(532r)	238	0.33531585	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	PAX5_+_+_(532r)	238	0.33531585	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	FOXP1_extended_+_+_(49r)	239	0.33484389	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	FOXP1_extended_+_+_(49r)	239	0.33484389	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	FOXP1_extended_+_+_(49r)	239	0.33484389	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	FOXP1_+_+_(49r)	240	0.33484389	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	FOXP1_+_+_(49r)	240	0.33484389	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	FOXP1_+_+_(49r)	240	0.33484389	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF596_extended_+_+_(24r)	241	0.33427969	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF596_extended_+_+_(24r)	241	0.33427969	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF596_extended_+_+_(24r)	241	0.33427969	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF596_+_+_(24r)	242	0.33427969	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF596_+_+_(24r)	242	0.33427969	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF596_+_+_(24r)	242	0.33427969	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	PBX3_+_-_(312r)	243	0.33267306	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	PBX3_+_-_(312r)	243	0.33267306	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	PBX3_+_-_(312r)	243	0.33267306	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF449_+_+_(16r)	244	0.33265584	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF449_+_+_(16r)	244	0.33265584	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF449_+_+_(16r)	244	0.33265584	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	ZNF449_extended_+_+_(16r)	245	0.33265584	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	ZNF449_extended_+_+_(16r)	245	0.33265584	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	ZNF449_extended_+_+_(16r)	245	0.33265584	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	CEBPB_extended_+_+_(147r)	246	0.3320068	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	CEBPB_extended_+_+_(147r)	246	0.3320068	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	CEBPB_extended_+_+_(147r)	246	0.3320068	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	CEBPB_+_+_(150r)	247	0.33200595	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	CEBPB_+_+_(150r)	247	0.33200595	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	CEBPB_+_+_(150r)	247	0.33200595	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	RXRG_extended_+_-_(1097r)	248	0.33166882	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	RXRG_extended_+_-_(1097r)	248	0.33166882	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	RXRG_extended_+_-_(1097r)	248	0.33166882	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	THRB_+_-_(1135r)	249	0.33120227	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	THRB_+_-_(1135r)	249	0.33120227	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
RE	MG	THRB_+_-_(1135r)	249	0.33120227	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
AMD	MG	BNC2_extended_-_-_(98r)	250	0.33117778	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
POAG	MG	BNC2_extended_-_-_(98r)	250	0.33117778	NA	NA	NA	NA	OFFICIAL_RSS_ONLY_TARGET_GENE_MATRIX_UNAVAILABLE	Table S13B; no target-gene edge matrix in downloaded official workbook
